Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cura testSuite,Chrome 112.0.0.0,,,2023-05-01 14:38:41,2023-05-01 14:39:09,28.692s,PASSED
,,,,,,,
Test Cases/cura test case,Chrome 112.0.0.0,,,2023-05-01 14:38:41,2023-05-01 14:39:09,28.192s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 112.0.0.0,,,2023-05-01 14:38:42,2023-05-01 14:38:51,8.926s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-05-01 14:38:51,2023-05-01 14:38:51,0.199s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/01_Make Appointment""))",Chrome 112.0.0.0,,,2023-05-01 14:38:51,2023-05-01 14:38:52,1.050s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/02_input_Username""), ""John Doe"")",Chrome 112.0.0.0,,,2023-05-01 14:38:52,2023-05-01 14:38:53,0.950s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/03t_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 112.0.0.0,,,2023-05-01 14:38:53,2023-05-01 14:38:54,0.649s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/04_button_Login""))",Chrome 112.0.0.0,,,2023-05-01 14:38:54,2023-05-01 14:38:55,1.254s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/05_ select_CURA Healthcare Center""), ""Hongkong CURA Healthcare Center"", true)",Chrome 112.0.0.0,,,2023-05-01 14:38:55,2023-05-01 14:38:56,1.186s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/05_ select_CURA Healthcare Center""), ""Seoul CURA Healthcare Center"", true)",Chrome 112.0.0.0,,,2023-05-01 14:38:56,2023-05-01 14:38:57,1.113s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/05_ select_CURA Healthcare Center""), ""Tokyo CURA Healthcare Center"", true)",Chrome 112.0.0.0,,,2023-05-01 14:38:57,2023-05-01 14:38:58,1.090s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/06_input_Apply for hospital""))",Chrome 112.0.0.0,,,2023-05-01 14:38:58,2023-05-01 14:38:59,0.456s,PASSED
"verifyElementChecked(findTestObject(""Page_CURA Healthcare Service/06_input_Apply for hospital""), 2)",Chrome 112.0.0.0,,,2023-05-01 14:38:59,2023-05-01 14:38:59,0.451s,PASSED
"verifyElementChecked(findTestObject(""Page_CURA Healthcare Service/06z_radio Medicare""), 2)",Chrome 112.0.0.0,,,2023-05-01 14:38:59,2023-05-01 14:39:00,0.396s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/07_input_Medicaid_programs""))",Chrome 112.0.0.0,,,2023-05-01 14:39:00,2023-05-01 14:39:00,0.445s,PASSED
"verifyElementChecked(findTestObject(""Page_CURA Healthcare Service/07_input_Medicaid_programs""), 2)",Chrome 112.0.0.0,,,2023-05-01 14:39:00,2023-05-01 14:39:00,0.424s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/08_input_None_programs""))",Chrome 112.0.0.0,,,2023-05-01 14:39:00,2023-05-01 14:39:01,0.431s,PASSED
"verifyElementChecked(findTestObject(""Page_CURA Healthcare Service/08_input_None_programs""), 2)",Chrome 112.0.0.0,,,2023-05-01 14:39:01,2023-05-01 14:39:01,0.404s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/09_input Visit Date""), ""10/05/2000"")",Chrome 112.0.0.0,,,2023-05-01 14:39:01,2023-05-01 14:39:02,0.914s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/10_comment section""), ""hello this dummy desc"")",Chrome 112.0.0.0,,,2023-05-01 14:39:02,2023-05-01 14:39:03,0.946s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/11_Book Appointment""))",Chrome 112.0.0.0,,,2023-05-01 14:39:03,2023-05-01 14:39:05,1.556s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/12_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 112.0.0.0,,,2023-05-01 14:39:05,2023-05-01 14:39:05,0.492s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/13_ Homepage""))",Chrome 112.0.0.0,,,2023-05-01 14:39:05,2023-05-01 14:39:06,0.988s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/14_cura menu""))",Chrome 112.0.0.0,,,2023-05-01 14:39:06,2023-05-01 14:39:07,0.450s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/15_Logout""))",Chrome 112.0.0.0,,,2023-05-01 14:39:07,2023-05-01 14:39:08,1.882s,PASSED
closeBrowser(),Chrome 112.0.0.0,,,2023-05-01 14:39:08,2023-05-01 14:39:09,0.887s,PASSED
